P,Type,Title,Assignee,Status,7D views,ID,Last Modified,,,
P2,Bug,"Unable to remove Chrome search shortcut, it crashes pixel launcher",,Duplicate,0,382749253,"Dec 7, 2024 08:24AM",,,
P2,Bug,Pixel Weather Immersive Vibrations don't work when an accessibility app is enabled,,Duplicate,0,384978029,"Jan 10, 2025 03:27PM",,,
P2,Bug,pixel wallpaper can't change to selected wallpaper,,Duplicate,0,385407075,"Dec 21, 2024 02:24PM",,,
P2,Bug,Keyboard for Pixel Launcher app drawer sometimes doesn't animate up while swiping,,Duplicate,0,386316277,"Feb 6, 2025 12:12PM",,,
P2,Bug,[Pixel Luncher] Not possible to remove Chrome search shortcuts,,Duplicate,0,389845181,"Jan 16, 2025 08:24AM",,,
P2,Bug,Pixel launcher inconsistencies on repeated app open and close via back gesture.,,Duplicate,0,391980145,"Jan 24, 2025 05:24PM",,,
P2,Bug,Rebooting the pixel in call,,Duplicate,0,395184238,"Feb 8, 2025 11:24AM",,,
P2,Bug,"Charging Time Estimation Always Reflects 100% Target, lgnores 80% Limit on Pixel 6",,Duplicate,0,398544900,"Feb 23, 2025 06:24PM",,,
P2,Bug,Pixel Fold 1 defaults to inner screen and outer screen does not display,,Duplicate,0,399888139,"Mar 1, 2025 09:24AM",,,
P2,Bug,Cannot open anymore the parameters app on the Google pixel 7,,Duplicate,0,403558695,"Mar 20, 2025 10:59PM",,,
P2,Bug,Lock screen bugged in Android 16 beta 3 on Pixel 6,,Duplicate,0,403773243,"Mar 16, 2025 01:24PM",,,
P2,Bug,External screen not working on Pixel Fold when the phone is closed,,Duplicate,0,404235527,"Mar 18, 2025 04:24PM",,,
P2,Bug,Pixel 8 Pro Always on Display not showing on screen off,,Duplicate,0,411648432,"May 15, 2025 10:54AM",,,
P2,Bug,My pixel is restarting by itself over 5 times a day and when I use it the app doesn't work for 5 mins.,,Fixed,0,381553246,"Apr 25, 2025 01:35AM",,,
P1,Bug,,,Fixed,0,437952021,"Aug 13, 2025 11:55PM",,,
,,Android Webview failing to start on Pixel 4 devices,,,,,,,,
P4,Bug,,,Obsolete,0,422003163,"Jul 28, 2025 09:05PM",,,
,,Opening html select popup in WebView in Jetpack Compose on Pixel Tablet,,,,,,,,
P2,Bug,Pixel rebooted in Photo app,,Duplicate,0,404373903,"Apr 1, 2025 09:49PM",,,
P2,Bug,Pixel 8 setting app,,Duplicate,0,404416994,"Mar 18, 2025 12:35PM",,,
P2,Bug,UI Alignment Issues in QPR1 Beta 1 on Pixel 8a,,Duplicate,0,419608034,"May 23, 2025 04:35PM",,,
P2,Bug,Wallpaper & style keeps crashing when i try to use effects in Pixel 7,,Duplicate,0,420243510,"May 26, 2025 01:24AM",,,
P2,Bug,Battery Health is listed as unsupported on Pixel 8a with Android 16 QPR1 update,,Duplicate,0,420743280,"May 28, 2025 09:24AM",,,
P2,Bug,"I'm using the Android 16 beta on my Google Pixel 7 Pro, and the optimization isn't great. So, I've been experiencing a bug on my phone. Whenever I make a call and then lock my screen, the network icons in the status bar overlap each other when I end the call. The same thing happens with the clock and SIM information on my lock screen. Basically, there's an overlay issue in my notification panel.""",,Duplicate,0,421797286,"Jul 18, 2025 01:24AM",,,
P2,Bug,Inside screen not responding pixel 9 pro fold,,Duplicate,0,421909121,"Jun 3, 2025 01:24AM",,,
P2,Bug,Pixel fold pro 9 inside screen not switching,,Duplicate,0,421910708,"Jun 3, 2025 01:24AM",,,
P2,Bug,Battery health unsupported Pixel 9,,Duplicate,0,422615544,"Jun 5, 2025 12:35PM",,,
P2,Bug,[Settings] Bettery Health is not showing in my Google Pixel 9 Pro XL it says (Unsupported),,Duplicate,0,422701981,"Jun 5, 2025 08:35PM",,,
P2,Bug,In the latests Android 16 QPR1 beta on Pixel 8 when using volume keys systemui gets crashed and restart,,Duplicate,0,423003337,"Jun 7, 2025 04:35AM",,,
P2,Bug,Pixel Launcher Crash after Changing Colors from Wallpapers Menu,,Duplicate,0,423581429,"Jun 10, 2025 12:35AM",,,
P2,Bug,[Pixel Weather] Widget doesn't refresh,,Duplicate,0,423822909,"Jun 11, 2025 12:35AM",,,
P2,Bug,Battery health not available on pixel 9 pro,,Duplicate,0,424074994,"Jun 11, 2025 04:35PM",,,
P2,Bug,[Pixel Launcher] Pixel Launcher Crash (app report),,Duplicate,0,424200084,"Jun 12, 2025 04:35AM",,,
P2,Bug,"Bluetooth volume defaults to 50% every time it connects. Pixel buds, car, etc",,Duplicate,0,424284143,"Jun 12, 2025 12:35PM",,,
P2,Bug,Battery Health : I can't see my battery health as it is showing unsupported for some reason. I have Pixel 9,,Duplicate,0,424469310,"Jun 13, 2025 12:35AM",,,
P2,Bug,"Battery Health indicates ""unsupported"" in Pixel 8a despite of officially supported",,Duplicate,0,424472917,"Jun 13, 2025 12:35AM",,,
P2,Bug,I can't see the battery health of my device. It is pixel 8a. I am running android 16 QPR1 beta 2.,,Duplicate,0,424491032,"Jun 21, 2025 06:41PM",,,
P2,Bug,Not able to enable android developer settings on pixel 8 pro running QPR1 beta 2,,Duplicate,0,424757704,"Jun 14, 2025 09:24AM",,,
P2,Bug,Pixel launcher Keeps Shutting Down,,Duplicate,0,425039238,"Jun 15, 2025 12:35PM",,,
P2,Bug,Battery health feature not visible in my pixel 9 pro,,Duplicate,0,425173365,"Jun 16, 2025 12:35PM",,,
P2,Bug,Can't enter developer mode I have a Pixel 9 pro and a Pixel 6A both running the latest beta and both have the same issue,,Duplicate,0,429166074,"Jul 3, 2025 03:24AM",,,
P2,Bug,My Google Pixel 9 has been rebooting a lot since the Beta 3 update randomly Android 16 QPR1 Beta 3 / Pixel 9,,Duplicate,0,433169514,"Jul 24, 2025 06:16PM",,,
P2,Bug,camera app sometimes crashes or just becomes blank when switching to ultra wide lens on video mode. restarting the app fixes the issue and this issue happens only sometimes but its obvious and hard to miss(I am using Android 16 beta 3.1 on a pixel 8 pro device),,Fixed,0,404767634,"Mar 25, 2025 12:54AM",,,
P2,Bug,google pixel 7a ultrawide video camera on android 16 is unstable or shaking hard,,Fixed,0,420346562,"Aug 4, 2025 06:13PM",,,
P2,Bug,[Telephony] Pixel 8a and Pixel 10 (Android 16) do not reconnect to mobile network after losing coverage,,Duplicate,0,443261880,"Sep 6, 2025 11:26AM",,,
P3,Bug,SYSTEM UI NOT RESPONDING ERROR WHILE USING EMULATOR PIXEL 9 API 35,,WAI,0,396556408,"Feb 17, 2025 02:59AM",,,
P3,Bug,Bug no emulador do Pixel 9 Fold API 34,,Can't Repro,0,381000086,"Dec 17, 2024 02:34AM",,,
P3,Bug,pixel 4 AVD not working,,Can't Repro,0,392934342,"Jan 29, 2025 10:34PM",,,
P3,Bug,PIXEL TABLET API 35 not working properly,,Can't Repro,0,409357277,"Apr 16, 2025 09:01PM",,,
P3,Bug,Pixel 4 UI stopped working/Not responding,,Can't Repro,0,432772641,"Aug 19, 2025 01:31PM",,,
P3,Bug,Pixel 7a (Android-x64-emulator) bug,,Can't Repro,0,445720459,"Nov 15, 2025 12:41AM",,,
P2,Bug,They hack my pixel phn,,Infeasible,0,387593854,"Jan 6, 2025 12:44PM",,,
P3,Bug,"When an error occurs in the code, the whole code is shifted by 1 pixel",,Duplicate,0,382843869,"Feb 28, 2025 03:54AM",,,
P3,Bug,Mouse Input Not Working on Android Emulator in Flutter App (Pixel 6 Device),,Duplicate,0,387934502,"Jan 6, 2025 09:27PM",,,
P3,Bug,Error WARN - Emulator: Pixel 7 API 35 - Emulator terminated with exit code -1073741515,,Duplicate,0,401453182,"Mar 8, 2025 11:57PM",,,
P2,Bug,Almanac flag missing on most of satellites in Pixel 9 pro,,Assigned,0,387258085,"Jan 21, 2025 05:08AM",,,
P4,Feature Request,Allow measuring pixel-level text bounding boxes,,Assigned,0,445104809,"Oct 3, 2025 01:13AM",,,
P4,Bug,Trying to range between a Pixel 9 Pro XL and a Pixel Watch 3 without success.,,WAI,0,383606721,"Dec 13, 2024 04:22AM",,,
P2,Bug,Pixel 6 pro hardbrick after reset,,Infeasible,0,398554957,"Feb 24, 2025 11:00PM",,,
P2,Bug,"In Android 15 with Pixel 6A, The you tube sharing does not display the preview of the you tube video in whatsapp Android App.",,Infeasible,0,408248586,"Apr 8, 2025 01:44AM",,,
P2,Bug,"My phone is pixel 7pro last few hours I update android 16 beat 1 version , iam facing the page text long press to select text it's not working",,Infeasible,0,419203252,"May 23, 2025 10:00PM",,,
P2,Bug,BMW Infotainment reset with new Pixel 10Pro,,Infeasible,0,445992580,"Sep 20, 2025 01:07AM",,,
P2,Bug,Unable to confirm activity launch completion on pixel 6 android 16 beta,,Duplicate,1,420782515,"Aug 25, 2025 10:23PM",,,
P2,Bug,,,Fixed,6,399058544,"Jan 8, 2026 11:31AM",,,
,,Layout Instability API reports physical pixels for attribution data (prevRect and currentRect),,,,,,,,
P2,Bug,,,Fixed,2,461500725,"Jan 13, 2026 10:59AM",,,
,,CLS overlays may need to change with breaking switch to CSS pixels in 144,,,,,,,,
P4,Bug,,,Infeasible,0,458082809,"Nov 6, 2025 04:43AM",,,
,,Pixel 4: GLSLValidationExtensionDirectiveTest_ES3.Sampler2DShadow/ES3_OpenGLES fails,,,,,,,,
P4,Bug,,,Infeasible,0,463961764,"Nov 27, 2025 06:16AM",,,
,,Pixel 4/GLES: BlitFramebufferANGLETest.BlitWithDepthDefaultToUser/ES2_OpenGLES fails,,,,,,,,
P2,Bug,,,Fixed,0,395223719,"Feb 13, 2025 01:12AM",,,
,,VUID-VkSubpassDescription2-nullColorAttachmentWithExternalFormatResolve-09336 in ImageTestES3 on Pixel 6 Android 14 after VVL roll,,,,,,,,
P2,Bug,,,Fixed,0,404394628,"Mar 25, 2025 10:40AM",,,
,,glReadPixels for YUV should use NEAREST to get pixel data,,,,,,,,
P1,Bug,,,Assigned,0,402810076,"Oct 31, 2025 01:41AM",,,
,,Problem with pixel Local Storage workaround for AMD raster_order_groups on Metal,,,,,,,,
P3,Bug,,,Assigned,0,440743718,"Aug 25, 2025 06:20PM",,,
,,dEQP-GLES31.functional.copy_image.non_compressed.viewclass_32_bits.* fail on Pixel 4 Vulkan,,,,,,,,
P3,Bug,,,Assigned,0,449120556,"Oct 3, 2025 09:02PM",,,
,,angle_deqp_khr_gles32_vulkan_tests failures on Pixel 10,,,,,,,,
P3,Bug,,,Assigned,0,449087811,"Oct 3, 2025 09:18PM",,,
,,angle_deqp_gles2_gles_tests failures on Pixel 10,,,,,,,,
P3,Bug,,,Assigned,0,448972978,"Oct 3, 2025 09:49PM",,,
,,angle_deqp_egl_gles_tests failures on Pixel 10,,,,,,,,
P3,Bug,,,Assigned,2,449120558,"Oct 3, 2025 10:14PM",,,
,,angle_deqp_gles3_gles_tests failures on Pixel 10,,,,,,,,
P4,Bug,,,Assigned,2,449155595,"Oct 4, 2025 01:13AM",,,
,,angle_trace_perf_native_tests failures on Pixel 10,,,,,,,,
P2,Bug,,,Assigned,0,450251026,"Oct 8, 2025 09:33PM",,,
,,black_beacon is non-deterministic on Pixel 6,,,,,,,,
P2,Bug,,,Assigned,0,467102966,"Dec 9, 2025 04:43AM",,,
,,ANGLE Translator Bug: Pixel Local Storage Options Null Dereference,,,,,,,,
P2,Bug,[Pixel Studio] Crash when i open the app,,WAI,1,453250490,"Oct 22, 2025 05:14PM",,,
P2,Bug,[Pixel Launcher] Can't access new app drop down in apps overview menu after initiating split screen,,WAI,0,455573979,"Nov 1, 2025 12:44PM",,,
P2,Bug,"[Pixel UI Bug] Bluetooth Tile Incorrectly Displays as OFF (Background: Problem Started on Stable Build, Continues on Beta)",,WAI,0,470484076,"Dec 22, 2025 07:19PM",,,
P2,Bug,[Pixel Launcher] Glitch effect in the app drawer,,Obsolete,0,441368264,"Oct 24, 2025 12:32PM",,,
P2,Bug,Pixel 3 watch not syncing notifications or alarms,,Infeasible,0,422376051,"Oct 19, 2025 06:07PM",,,
P2,Bug,[Pixel IMS] I can't turn on volte via this app and i cant use my sim card,,Infeasible,0,455661492,"Dec 14, 2025 09:35PM",,,
P2,Bug,"[MySynchrony] Accessed Synchrony app on 11/3/25 using correct credentials. Biometric login failed, but manual login succeeded. App displays phone numbers in confusing order-first and third are my mother's, second is mine. Payment method 'SwitchboardOperator' confirmed. Screenshot blocked by app security, but truth witnessed and submitted. It will show my wife's phone number when she gets here, with the USA number from Pixel 10 Pro XL. God bless you, Amen",,Infeasible,0,457523463,"Dec 14, 2025 09:36PM",,,
P2,Bug,[SingaporeAir] App crashing on launch. Refusing to open on Pixel 6a.,,Infeasible,0,471239708,"Jan 12, 2026 06:08PM",,,
P2,Bug,NFC Tap & Pay not working after factory reset on Pixel 6,,Duplicate,0,438306227,"Aug 13, 2025 12:04PM",,,
P2,Bug,"The gesture bar at the bottom of the pixel phones should have an option to be hidden when in apps to prevent burn in and that way would force every app to be edge to edge full screen by default. Google photos actually does this by default when swiping between pictures the gesture bar disappears after a short while but can still access circle to search by long pressing that same area. Should be like that for literally every app as some apps are still not edge to edge in Android 16, Google's apps included",,Duplicate,0,439613243,"Aug 19, 2025 04:58AM",,,
P2,Bug,Pixel Tablet crashes to the lock screen when secure windows shows in desktop mode,,Duplicate,0,439905965,"Aug 20, 2025 12:52PM",,,
P2,Bug,[Pixel Launcher] Java crash in Pixel Launcher,,Duplicate,0,440897002,"Sep 1, 2025 06:24PM",,,
P2,Bug,Pixel Launcher Unresponsive,,Duplicate,0,441459747,"Sep 5, 2025 12:00AM",,,
P2,Bug,Pixel launcher,,Duplicate,0,441724089,"Aug 28, 2025 10:52PM",,,
P2,Bug,BP41.250725.006 Google Pixel 6 no blur when exiting the apps,,Duplicate,0,444825863,"Sep 14, 2025 06:59AM",,,
P2,Bug,[Camera] Camera is wobbly and shaking when Macro Mode is off! (pixel 8 pro),,Duplicate,0,470442038,"Dec 20, 2025 10:15AM",,,
P2,Bug,Camera changing settings by itself causing blurry then un blurry. Changing iso setting incorrectly by itself. Recorded screen with pixel 7a because screen capture wouldnt capture the issue.,,Duplicate,0,470660904,"Dec 21, 2025 12:50PM",,,
P2,Bug,"[Camera] OIS malfunction, specific to Pixel Camera",,Duplicate,0,470898005,"Dec 22, 2025 07:11PM",,,
P2,Bug,"After the recent Android 16 beta update on my Pixel 6a, I've been seeing moving black horizontal bands across the camera preview when shooting doors under artificial lighting (LED/tube lights). This issue didn't happen before this latest beta. The camera works fine in daylight, but under indoor lights at night the preview shows flickering bands, suggesting a software/processing issue introduced in the recent beta. Please investigate and fix this in the next update.",,Duplicate,0,471215665,"Dec 24, 2025 08:51AM",,,
P2,Bug,[Camera] Camera focus regression/vibration on Android 16 QPR3 Beta 1 (Pixel 8 Pro),,Duplicate,0,471504975,"Dec 25, 2025 01:15PM",,,
P2,Bug,"[Camera] Hello Pixel Support Team, I am reporting a camera issue that started after installing Android 16 QPR3 (CP11.251114.006). Issue description: After the update, the camera shows a noticeable green tint with vertical banding/lines across the image. The issue is clearly visible in indoor lighting and appears consistently every time the camera is opened. Steps to reproduce: Update device to Android 16 QPR3 (CP11.251114.006) Open the default Camera app Point the camera at any indoor scene Green vertical bands appear in the preview and captured images. DEVICE - Pixel 8a",,Duplicate,0,472002389,"Dec 28, 2025 10:06AM",,,
P2,Bug,"[Clock] worst clock app common google why my alarm are being disabled automatically without touching my phone so many important times & meeting's i have missed now I'm selling my pixel 9 xl , also had same problem with pixel 6 pro, #google ? why you sleeping",,Duplicate,0,472086305,"Dec 29, 2025 06:54AM",,,
P2,Bug,[Camera] In 50 mega pixel mode it won't focus,,Duplicate,0,472130651,"Dec 29, 2025 06:58AM",,,
P2,Bug,[Camera] Flickering of screen in pixel camera app in pixel 6a,,Duplicate,0,472422812,"Dec 30, 2025 05:05PM",,,
P2,Bug,Camera has a refresh rate issue on Pixel 6a,,Duplicate,0,474326685,"Jan 9, 2026 12:07AM",,,
P2,Bug,App icon not showing after installing in the Pixel Launcher,,Fixed,0,440866908,"Aug 28, 2025 04:35PM",,,
P2,Bug,Date/weather text overlapping with the fingerprint icon on the lock screen (Pixel 8a),,Fixed,2,447938865,"Nov 15, 2025 05:49PM",,,
P2,Bug,Pixel 10 fold crash on folding,,Fixed,11,471377352,"Jan 8, 2026 12:28PM",,,
P2,Bug,The camera somehow doesn't feel like the Pixel like it has now less details and more grains also video quality decreased somehow,,Assigned,0,422061760,"Aug 8, 2025 07:07AM",,,
P2,Bug,"After unlocking my Pixel 7 using face unlock on Android 16 QPR Beta 2, I consistently experience two UI glitches. First, on the lock screen, the time overlaps with the date and weather information, making both unreadable for a few seconds. Second, on the home screen, the carrier name ""JIO 4G – Jio"" appears clipped or stacked over itself in the status bar, making the network text partially hidden. Both issues impact the visual experience and readability. These glitches occur immediately after unlocking and are reproducible every time.",,Assigned,0,427390204,"Jul 17, 2025 06:41PM",,,
P2,Bug,Pixel 9 Pro – Screen fails to illuminate for face unlock in low light; shows “Not enough light” instead,,Assigned,0,435248823,"Sep 18, 2025 02:47PM",,,
P2,Bug,Pixel fold big display not turning on,,Assigned,0,437502071,"Aug 10, 2025 07:36AM",,,
P2,Bug,Pixel launcher abnormality,,Assigned,0,439687998,"Aug 19, 2025 04:35PM",,,
P2,Bug,[Pixel Weather] Meteo not showing on home screen under the date,,Assigned,0,439873249,"Aug 20, 2025 03:12PM",,,
P2,Bug,[Pixel Weather] Weather not updating correctly,,Assigned,0,442807150,"Sep 4, 2025 09:17AM",,,
P2,Bug,[Pixel Weather] Widget stops displaying temperature number,,Assigned,0,443484854,"Sep 7, 2025 02:45PM",,,
P2,Bug,Volume level decreased after beta update in pixel 9a (not that loud as before beta update),,Assigned,0,443850387,"Sep 12, 2025 12:36AM",,,
P2,Bug,Front screen on pixel fold not working after is was updated,,Assigned,0,451203514,"Oct 12, 2025 06:45PM",,,
P2,Bug,[Pixel Weather] Current weather widget size issue,,Assigned,0,452083277,"Oct 15, 2025 03:37PM",,,
P2,Bug,Pixel 7 - android 16 - system and google play apps randomly crash or lag until device reboot,,Assigned,0,452091395,"Oct 15, 2025 05:05PM",,,
P2,Bug,[Pixel Weather] The main problem with the application,,Assigned,0,454012689,"Oct 22, 2025 10:46AM",,,
P2,Bug,[Pixel Weather] Reboot when editing widget,,Assigned,0,455191348,"Nov 2, 2025 03:25AM",,,
P2,Bug,The Pixel Launcher died when the device automatically entered the battery saveing mode,,Assigned,0,460723991,"Nov 17, 2025 04:36PM",,,
P2,Bug,Device auto shutdown when using data connection ... PIXEL 6A,,Assigned,0,460754246,"Dec 15, 2025 04:30PM",,,
P2,Bug,[Google Wallet] I cant add any card in my wallet im using pixel 8 pro or that device is not rooted all the time i add my card they said this device is rooted,,Assigned,0,470872555,"Dec 22, 2025 07:59PM",,,
P2,Bug,[Find Hub] Pixel???????????????????,,Assigned,0,471331880,"Dec 24, 2025 08:53PM",,,
P2,Bug,Gps services are not working on pixel 7/7pro,,Assigned,1,472039491,"Dec 28, 2025 02:52PM",,,
P2,Bug,"Hello,This is my request. I was an Apple user for more than a decade, and I recently switched to Pixel. I am really loving it. However, there is one feature that I used regularly on the iPhone. When we select a word, we can lookup and find the definition and additional information instantly.I know Pixel offers a “Define” option, but it forces the user to leave the current screen, which is distracting. My humble request is that you please add the same feature that exists on the iPhone.Best regards,",,Assigned,0,472838348,"Jan 1, 2026 11:29PM",,,
P2,Bug,"[Pixel Weather] Not Showing in app language setting , and ai summary option not visible",,WAI,0,393841857,"Feb 25, 2025 07:10AM",,,
P2,Bug,5G/NR EN-DC NSA is not enabled even though both my mobile network and pixel 6 support it,,WAI,0,395412217,"Mar 25, 2025 01:35PM",,,
P2,Bug,Pixel Watch not Syncing,,Obsolete,0,382019330,"Dec 5, 2024 07:49AM",,,
P2,Bug,Cannot delete Pixel Stands from Bluetooth list,,Obsolete,0,384602747,"Dec 18, 2024 07:19AM",,,
P2,Bug,"I noticed that when on Wi-Fi, the Pixel drains more battery while idle (>10%) compared to when on mobile data (<5%). This issue didn’t occur on Android 14 or earlier, but it seems to be a problem with Android 15 when the Pixel is idle.",,Obsolete,0,387066556,"Jan 19, 2025 03:41PM",,,
P2,Bug,Pixel 6 reboot cycle,,Obsolete,0,398416716,"Feb 24, 2025 10:13AM",,,
P2,Bug,[Photos] It did work when I shut my pixel 7 pro off and rebooted it and it did send the pictures or whatever in Google messages. How can I remove the picture of my 2024 recap that shows me with my ex when I was like 15.5 or 16 years old in that picture I am pretty sure lol,,Infeasible,0,383107315,"Aug 22, 2025 03:09PM",,,
P2,Bug,pixel 6 screen unresponsive when phone is too hot,,Infeasible,0,384354421,"Aug 22, 2025 03:08PM",,,
P2,Bug,My Pixel 7 Pro does not recognize my SIM card,,Infeasible,0,384733089,"Jan 2, 2025 09:12PM",,,
P2,Bug,Wifi Internet and mobile internet varry slow and pixel 7pro,,Infeasible,0,384892293,"Aug 22, 2025 03:08PM",,,
P2,Bug,My wife and myself both are using the same service provider but on her phone most of the time it shows 5 network bars and on my pixel only 1 or 2. Even if the data speed on her phone comes to 20 to 30 Mbps whereas on my phone it comes to 7 to 10 MBps,,Infeasible,0,388008474,"Feb 5, 2025 04:03PM",,,
P2,Bug,Pixel 6 bricked,,Infeasible,0,388070058,"Feb 12, 2025 06:55AM",,,
P2,Bug,Pixel stand not showing screen savers,,Infeasible,0,388526309,"Apr 7, 2025 12:46PM",,,
P2,Bug,I'm curious what this language that was suggested for me to add by the company of Google on my cell phone that is a Google pixel 8?,,Infeasible,0,388567737,"Aug 22, 2025 03:05PM",,,
P2,Bug,"In Google pixel 6a , you not provide camera features like , Action pan and long exposure. , please provide soon as possible",,Infeasible,0,389437347,"Aug 22, 2025 03:04PM",,,
P2,Bug,[TikTok] can't upload swipe photos on tiktok pixel 6a,,Infeasible,0,392515469,"Mar 5, 2025 02:25PM",,,
P2,Bug,Front screen not working In pixel fold,,Infeasible,0,393006857,"Aug 22, 2025 12:34PM",,,
P2,Bug,Bluetooth audio sound not smooth or lag. I used pixel buds A series & youtube music to enjoy music. I experienced lag / not smooth audio during hearing music audio.,,Infeasible,0,395285280,"Feb 24, 2025 02:22PM",,,
P2,Bug,Nfc not detected on pixel 6,,Infeasible,0,397098323,"Apr 1, 2025 08:52AM",,,
P2,Bug,My pixel 6 phone getting so Heating issue and battery fast draining issue found.,,Infeasible,0,397191494,"Mar 28, 2025 07:09AM",,,
P2,Bug,"Pixel 9 Pro Fold heats up quickly on A16b2, mostly video related circumstances.",,Infeasible,0,397497098,"Aug 22, 2025 12:27PM",,,
P2,Bug,Google pixel 9 home screen issue,,Infeasible,0,401122630,"Aug 22, 2025 12:21PM",,,
P2,Bug,"[Google Play Store] *Google Play Store Issue Report* *Device:* Pixel Phone *Android Version:* Android 16 Beta *Issue:* Continuous Google Account Sign-in Required for Play Store The Google Play Store app on my device is not functioning correctly, prompting me to sign in with my Google account repeatedly. This persistent issue is hindering my ability to access and utilize the Play Store seamlessly. *Problem Details:* - Play Store app requires continuous Google account sign-in - Repeated sign-in prompts despite successful authentication - Issue persists after restarting device and clearing app data *Expected Resolution:* I request that you investigate and resolve this issue to restore a smooth and uninterrupted Google Play Store experience, eliminating the need for continuous sign-ins.",,Infeasible,0,404489255,"Aug 22, 2025 12:15PM",,,
P2,Bug,"*Network and Call Quality Improvement Report* *Device:* Pixel Phone *Network Provider:* BSNL (India) *Issue:* Poor Network Stability, Heating Issues, and Subpar Call Quality I am experiencing persistent issues with my Pixel phone's network connectivity and call quality while using a BSNL SIM in India. The problems are as follows: - *Network Fluctuations:* The network connection is unstable, frequently dropping or experiencing weak signals. - *Heating Issues:* The phone tends to overheat during prolonged usage, which may be related to the network connectivity issues. - *Poor Call Quality:* Voice calls are often plagued by distorted audio, dropped calls, and difficulty connecting. - *Reachability Issues:* Friends and family have reported difficulties in reaching me, with calls going unanswered or unconnected. - *Audio Emoji Issue:* Audio emojis are not working as expected. *Requests:* 1. Improve network stability and strength to minimize fluctuations and dropped calls. 2. Optimize the phone's hardware and software to prevent overheating. 3. Enhance call quality to provide clear, uninterrupted audio and reliable connections. 4. Resolve reachability issues to ensure that incoming calls are properly received. 5. Fix the audio emoji issue to enable seamless sending and receiving of audio emojis. *Expected Outcome:* By addressing these issues, I expect a significant improvement in my overall experience with my Pixel phone on the BSNL network in India. This should include a stable network connection, reliable call quality, and proper functionality of audio emojis.",,Infeasible,0,404489670,"Aug 22, 2025 12:15PM",,,
P2,Bug,Can't activate dual sim on pixel 6,,Infeasible,0,405551741,"Aug 22, 2025 12:12PM",,,
P2,Bug,Battery life Pixel Tablet still kind of short. 16.3.1,,Infeasible,0,406054585,"Aug 22, 2025 12:11PM",,,
P2,Bug,"[Chrome] Read aloud a pixel 7 pro on Android 15 is stopping, to read the page after like 1-2 minutes. With me turning off and back on the screen, it shows me this after I was using the phone when it was speaking through my Bluetooth receiver with speakers",,Duplicate,0,380839943,"Nov 26, 2024 02:24PM",,,
P2,Bug,Pixel launcher bug,,Duplicate,0,382843363,"Dec 8, 2024 11:24AM",,,
P2,Bug,Dark band is formed in notification screen - Pixel 8 Pro,,Duplicate,0,385471392,"Dec 22, 2024 04:24PM",,,
P2,Bug,"My Pixel 7 reboots itself when I'm using it for calls and also charging it, and it doesn't get really hot either",,Duplicate,0,388353164,"Jan 8, 2025 12:24PM",,,
P2,Bug,Fingerprint sensor is not recognized by pixel 8,,Duplicate,0,390051266,"Jan 15, 2025 04:24PM",,,
P2,Bug,[Pixel Launcher] Graphical glitch on the home screen folder,,Duplicate,0,396607794,"Feb 18, 2025 01:24PM",,,
P2,Bug,80% charging limit in Android 16 beta 2 broken - battery changes past 80% every time on my pixel 9 pro,,Duplicate,0,397058581,"Feb 17, 2025 01:24PM",,,
P2,Bug,"Phone not limiting charge to 80% in Android 16 Beta 2, Pixel 9",,Duplicate,0,397531929,"Feb 19, 2025 03:24PM",,,
P2,Bug,Audio sharing feature is not available in my pixel 8 device,,Duplicate,0,398721850,"Feb 24, 2025 03:24PM",,,
P2,Bug,I can't find call recording in pixel 7,,Duplicate,0,408803281,"Apr 7, 2025 12:24PM",,,
P2,Bug,Sound Issues on Google Pixel 6 Pro After Android 15 Beta Update,,Fixed,0,383131259,"Dec 17, 2024 11:01AM",,,
P2,Bug,Pixel 7a restart,,Fixed,0,393761818,"Feb 4, 2025 06:05AM",,,
P4,Bug,RayNeo Air 3s Pro does not work with Beta OS on Pixel 9 Pro XL,,Fixed,0,457480179,"Nov 20, 2025 04:02AM",,,
P4,Bug,LazyVerticalStaggeredGrid crashes if height of layout is one pixel less than 2 times top padding,,Fixed,0,401444927,"Aug 13, 2025 10:39AM",,,
P2,Bug,,,Fixed,0,424448496,"Jun 28, 2025 01:12AM",,,
,,Ensure trigger boundary computations use matching pixel spaces,,,,,,,,
P2,Bug,,,Fixed,0,421513820,"Jun 6, 2025 01:52AM",,,
,,Pixel 7a LanguageModel.availability() hard crashes the browser.,,,,,,,,
P2,Bug,Pixel 9 Always On AGC Not Working Android 16,,Assigned,0,426573621,"Jun 23, 2025 11:25PM",,,
P2,Feature Request,[Pixel Launcher] Add 'Enforce themed icons' option,,Assigned,5,385312175,"Sep 20, 2025 09:02AM",,,
P2,Feature Request,Upload factory/system images for Pixel devices for Android Canary Releases,,Assigned,2,432642550,"Nov 16, 2025 01:46AM",,,
P2,Feature Request,Add native flashlight brightness control for Pixel devices,,Assigned,0,456528967,"Nov 1, 2025 12:43PM",,,
P2,Bug,"I am from Bangladesh and using the Grammenphone 4G Sim card. My phone is a Google Pixel 7 (GVU6C) and the latest update15. I can't do outgoing and incoming calls from any sim card only do SMS. I also contacted the SIM provider, they confirmed it's not a SIM issue. It's noted that this phone model has many users in Bangladesh and freely uses it.",,WAI,0,385158607,"Jan 3, 2025 08:31PM",,,
P2,Bug,Android 16 wallet not working on Pixel 6,,WAI,0,389409441,"Jan 13, 2025 02:29PM",,,
